ONG,TÍTULO PROYECTO,TIPOLOGÍA,PAÍS,AÑO DE EJECUCIÓN,SUBVENCIÓN €
FUNDACIÓN ROSALÍA RENDU,"INTERVENCION CON MENORES, JOVENES Y FAMILIAS INMIGRANTES EN DESVENTAJA SOCIAL",Sensibilización / Educación para el Desarrollo,Madrid,2003,"317.500,00"
FEDERACIÓN DE MUJERES PROGRESISTAS,INTEGRACION DE FAMILIAS INMIGRANTES LATINOAMERICANAS EN MADRID 2003,Sensibilización / Educación para el Desarrollo,Madrid,2003,"16.000,00"
CENTRO DE ANIMACIÓN SOCIAL VALDEPERALES,APOYO SOCIAL A FAMILIAS DE DIVERSAS ETNIAS EN EL DISTRITO DE,Sensibilización / Educación para el Desarrollo,Madrid,2003,"52.000,00"
CANDELITA,INTEGRACION SOCIOLABORAL DE MUJERES INMIGRANTES EN EL PROGRAMA ENVEJECER EN CASA 2003,Sensibilización / Educación para el Desarrollo,Madrid,2003,"142.400,00"
H.CARIDAD S. VICENTE PAUL S.L MARILLAC COMEDOR BENEFICO M. INMACULADA,SEGUIMIENTO Y PROMOCION LABORAL Y SOCIAL DE LA POBLACION INMIGRANTE:  CENTRO DE DIA Y CENTRO DE ACOGIDA.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"140.000,00"
H.CARIDAD S. VICENTE PAUL S.L MARILLAC COMEDOR BENEFICO M. INMACULADA,ACOGIDA E INTEGRACION DE INMIGRANTES:  COMEDOR SOCIAL Y PISOS DE INSERCION.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"160.000,00"
ADRA (AGENCIA ADVENTISTA PARA EL DESARROLLO Y RECURSOS ASISTENCIALES),CENTRO DE ATENCION INTEGRAL PARA PERSONAS INMIGRANTES.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"36.000,00"
ASOCIACIÓN PROMOCIONAL EMPLEO Y DESARROLLO,INSERCION LABORAL PARA INMIGRANTES EN EL MUNICIPIO DE MADRID. AÑO 2003.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"12.000,00"
ASOCIACIÓN PARA EL DESARROLLO DEL PLAN COMUNITARIO DE CARABANCHEL ALTO,PROGRAMA DE ATENCION A MENORES INMIGRANTES EN CARABANCHEL ALTO,Sensibilización / Educación para el Desarrollo,Madrid,2003,"18.000,00"
ASOCIACIÓN PARA LA INTEGRACIÓN DEL MENOR PAIDEIA,"ATENCION INTEGRAL CON POBLACION INMIGRANTE: MENORES, ADOLESCENTES Y FAMILIAS DEL DISTRITO CENTRO DE MADRID",Sensibilización / Educación para el Desarrollo,Madrid,2003,"51.000,00"
ASOCIACION MUJERES OPAÑEL,VIVIENDAS TUTELADAS PARA MUJERES INMIGRANTES CON RESPONSABILIDADES FAMILIARES NO COMPARTIDAS.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"96.000,00"
BANCO DE ALIMENTOS DE MADRID,"ASISTENCIA ALIMENTARIA GRATUITA A INMIGRANTES, A TRAVÉS DE INSTITUCIONES BENEFICAS ASISTENCIALES, DURANTE 2.003",Sensibilización / Educación para el Desarrollo,Madrid,2003,"8.000,00"
FUNDACION ADSIS,SERVICIO DE APOYO A LA INSERCION LABORAL DE INMIGRANTES SOCIALMENTE DESFAVORECIDOS,Sensibilización / Educación para el Desarrollo,Madrid,2003,"12.000,00"
ASOCIACION SEMILLA PARA LA INTEGRACION SOCIAL DEL JOVEN,ORIENTACIÓN E INTEGRACIÓN SOCIAL DE JOVENES INMIGRANTES.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"30.000,00"
ASOCIACION ARCO IRIS,MIGRA 2003,Sensibilización / Educación para el Desarrollo,Madrid,2003,"36.000,00"
ASOCIACION DE TRABAJADORES INMIGRANTES MARROQUIES EN ESPAÑA (ATIME),PROGRAMA DE INSERCIÓN SOCIOLABORAL PARA TRABAJADORES/AS INMIGRANTES RESIDENTES EN MADRID,Sensibilización / Educación para el Desarrollo,Madrid,2003,"12.000,00"
ASOCIACION DE TRABAJADORES INMIGRANTES MARROQUIES EN ESPAÑA (ATIME),SALIMA: SERVICIO INTEGRAL DE ACOMPAÑAMIENTO INDIVIDUALIZADO Y DE PROMOCIÓN COLECTIVA DE MUJERES MAGREBÍES,Sensibilización / Educación para el Desarrollo,Madrid,2003,"19.000,00"
FUNDACION IUVE,"MEJORAR EL PROCESO E INSERCIÓN SOCIAL DE LA POBLACIÓN INMIGRANTE DEL DISTRITO DE ARGANZUELA, MEDIANTE EL PROYECTO UN KILO DE AYUDA",Sensibilización / Educación para el Desarrollo,Madrid,2003,"18.000,00"
ESCUELA ASILO SOTES,"CENTRO DE DIA LABOURÉ: TRABAJO SOCIOEDUCATIVO CON MENORES, INMIGRANTES Y AUTOCTONOS EN RIESGO SOCIAL, COMO CAUCE DE PREVENCION E INTEGRACION",Sensibilización / Educación para el Desarrollo,Madrid,2003,"52.000,00"
ASOCIACION EOF,"ATENCIÓN ESPECIALIZADA, EDUCATIVA Y SOCIOLABORAL, A FAMILIAS Y MENORES EN RIESGO SOCIAL DE LA ZONA CENTRO DE MADRID",Sensibilización / Educación para el Desarrollo,Madrid,2003,"60.000,00"
ASOCIACION CUATRO OCAS,ATENCION INTEGRAL A LA FAMILIA INMIGRANTE. SUBPROYECTO DE EDUCACION Y SEGUIMIENTO INTEGRAL DE NIÑOS/AS Y ADOLESCENTES.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"11.000,00"
ASOCIACIÓN SAN JUAN MACIAS.,INTERVENCION SOCIO-LABORAL CON INMIGRANTES. AÑO 2003,Sensibilización / Educación para el Desarrollo,Madrid,2003,"24.000,00"
ASOCIACION CULTURAL NORTE JOVEN,PROGRAMA DE FORMACION INTEGRAL PARA INMIGRANTES 2003,Sensibilización / Educación para el Desarrollo,Madrid,2003,"36.000,00"
ASOCIACION CULTURAL NUEVO ENCUENTRO DE MADRID,INTEGRACIÓN DE MENORES INMIGRANTES EN SITUACIÓN DE RIESGO,Sensibilización / Educación para el Desarrollo,Madrid,2003,"9.000,00"
FUNDACIÓN RED DE APOYO A LA INTEGRACIÓN SOCIO-LABORAL. RAIS,PLAN GENERAL DE ACCION SOCIAL PARA PERSONAS SIN HOGAR INMIGRANTES,Sensibilización / Educación para el Desarrollo,Madrid,2003,"30.000,00"
ASOCIACION DE OCIO Y TIEMPO LIBRE 4K,PROGRAMA DE ATENCION A MENORES INMIGRANTES Y A SUS FAMILIAS,Sensibilización / Educación para el Desarrollo,Madrid,2003,"9.000,00"
ASOCIACION DE MUJERES EN APOYO DE UN SIGLO DE IGUALDAD.ALMASI.MADRID,CAPACITACION PROFESIONAL E INFORMACION PARA LA INTEGRACION DE LA POBLACION INMIGRANTE.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"30.000,00"
ASOCIACION COLECTIVO LA CALLE,"SERVICIO DE ACOGIDA ORIENTACION, ATENCION SOCIOEDUCATIVA E INSERCION SOCIOLABORAL PARA PERSONAS INMIGRANTES EN EL DISTRITO DE TETUAN",Sensibilización / Educación para el Desarrollo,Madrid,2003,"24.000,00"
ASOCIACION EDUCACION CULTURA Y SOLIDARIDAD,"APRENDER UNA LENGUA, FORMAR PARTE DE UNA CIUDAD",Sensibilización / Educación para el Desarrollo,Madrid,2003,"18.000,00"
ASOCIACION BARRÓ ,CENTRO SOCIO-EDUCATIVO JARA,Sensibilización / Educación para el Desarrollo,Madrid,2003,"12.000,00"
PARROQUIA DE SAN FRANCISCO JAVIER Y SAN LUIS GONZAGA DE MADRID,APOYO A LA FAMILIA INMIGRANTE DE TETUAN.,Sensibilización / Educación para el Desarrollo,Madrid,2003,"12.000,00"
FEDERACION PLANIFICACION FAMILIAR DE ESPAÑA,ATENCION Y CAPACITACION EN SALUD SEXUAL Y REPRODUCTIVA A MUJERES INMIGRANTES,Sensibilización / Educación para el Desarrollo,Madrid,2003,"18.000,00"
ASOCIACIÓN AMIGOS DEL PUEBLO SAHARAUI,Ayuda Alimentaria de urgencia en los campamentos de refugiados saharauis,Ayuda Humanitaria,ARGELIA,2003,"56.000,00"
MÉDICOS DEL MUNDO ,Restablecimiento de la capacidad operativa sanitaria del Al Khark General Hospital de Bagdad ,Ayuda Humanitaria,IRAK,2003,"60.000,00"
COOPERACIÓN SOCIAL ,Ayuda humanitaria . Envio ropa,Ayuda Humanitaria,LITUANIA Y POLONIA,2003,"7.325,11"
IEPALA ,Ayuda alimentaria a familias rurales palestinas encabezadas por Mujeres,Ayuda Humanitaria,PALESTINA,2003,"71.236,00"
JOVENES DEL TERCER MUNDO,Alimentos para Etiopía,Ayuda Humanitaria,ETIOPÍA,2003,"60.000,00"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Envio de Ayuda Humanitaria de Emergencia a Irak y paises limitrofes,Ayuda Humanitaria,IRAK,2003,"60.101,21"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Ayuda humanitaria para los damnificados por el terremoto en Argelia,Ayuda Humanitaria,ARGELIA,2003,"60.101,21"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Ayuda Humanitaria urgente a la población afectada por el conflicto en el Distrito sanitario de Kabinda ,Ayuda Humanitaria,R.D.CONGO,2003,"60.138,97"
ADRA,Ayuda de emergencia para la población desplazada por el conflicto bélico en Irak,Ayuda Humanitaria,IRAK,2003,"60.100,00"
BOMBEROS UNIDOS SIN FRONTERAS,Actuación de rescate y salvamento ante situación de emergencia en Chima,Ayuda Humanitaria,BOLIVIA,2003,"72.000,00"
BOMBEROS UNIDOS SIN FRONTERAS,Proyecto de emergencia para envio de Actuación de rescate y salvamento ente situación de emergencia provocada por el terremoto en Argelia,Ayuda Humanitaria,ARGELIA,2003,"46.257,69"
OBRA MISIONERA DE JESUS Y MARIA,Envio de un contenedor con ayuda humanitaria al centro materno-infantil de Nacala. Mozambique,Ayuda Humanitaria,MOZAMBIQUE,2003,"5.017,47"
ASOCIACION DE AMIGOS DEL PUEBLO SAHARAUI,MEJORA DEL SISTEMA EDUCATIVO DE PREESCOLAR MEDIANTE EL EQUIPAMIENTO DE GUARDERÍAS,Cooperación al Desarrollo,Argelia,2004,"204.911,00"
ASOCIACION POR LA PAZ Y EL DESARROLLO,"ATENCIÓN PRIMARIA DE SALUD EN EL CANTÓN PANGUA, PROVINCIA COTOPAXI",Cooperación al Desarrollo,Ecuador,2004,"95.663,00"
ISCOD - INSTITUTO SINDICAL  DE COOPERACION AL DESARROLLO,"ATENCION INTEGRAL A LA NIÑEZ SIN EDUCACION DE LOS MUNICIPIOS DE SOMOTO, SAN LUCAS Y TELPANECA",Cooperación al Desarrollo,Nicaragua,2004,"336.171,00"
CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA (CESAL),INTERVENCIÓN INTEGRAL PARA APOYAR EL DESARROLLO SOCIAL DE NIÑOS SEROPOSITIVOS  RUMANOS,Cooperación al Desarrollo,Rumanía,2004,"164.864,00"
MEDICOS DEL MUNDO,FORTALECIMIENTO DEL SISTEMA DE DIAGNOSTICO DE TUBERCULOSIS EN MAURITANIA,Cooperación al Desarrollo,Mauritania,2004,"138.081,00"
COOPERACIÓN SOCIAL,CENTRO DE APOYO PARA ESTUDIANTES DE LA ENFERMERIA. PRIMERA FASE,Cooperación al Desarrollo,RD Congo,2004,"161.425,00"
FUNDACION ESPAÑOLA PARA LA COOPERACION. SOLIDARIDAD INTERNACIONAL, CONSTRUCCIÓN Y PUESTA EN MARCHA DE INFRAESTRUCTURAS EDUCATIVAS Y  DE ATENCIÓN NUTRICIONAL PARA POBLACIÓN INFANTIL VULNERABLE,Cooperación al Desarrollo,Colombia,2004,"182.198,00"
SAVE THE CHILDREN,PROMOCIÓN Y PROTECIÓN DE LOS DERECHOS DE LOS NIÑOS Y ADOLESCENTES  TRABAJADORES DE 7 CIUDADES DE BOLIVIA A PARTIR DE SU INCLUSIÓN SOCIAL.,Cooperación al Desarrollo,Bolivia,2004,"158.916,00"
MANOS UNIDAS. COMITE CATOLICO DE CAMPAÑA CONTRA EL HAMBRE EN EL MUNDO,AMPLIACIÓN DE LA OFERTA EDUCATIVA PARA LA JUVENTUD DE MANGO,Cooperación al Desarrollo,Togo,2004,"80.288,00"
FUNDACION INTERED,DESARROLLO DE LAS CAPACIDADES EN LA COMUNIDAD EDUCATIVA Y LOCAL DE SAN JUAN DE LURICHANGO PARA UNA GESTIÓN DE CALIDAD DE INSTITUCIONES EDUC.,Cooperación al Desarrollo,Perú,2004,"107.683,00"
"FUNDACION INTERMON OXFAM, FUNDACION PRIVADA",FORTALECIMIENTO DE LA GESTIÓN COMUNITARIA Y MANEJO DE LA PRODUCCIÓN Y COMERCIALIZACIÓN DE FINCAS INTEGRALES AGROECOLOGICAS EN SUR ECUADOR,Cooperación al Desarrollo,Ecuador,2004,"272.550,00"
ASAMBLEA DE COOPERACION POR LA PAZ,MEJORA DE LAS CONDICIONES DE HABITABILIDAD COMUNICACIONALES DE SANEAMIENTO MEDIOAMBIENTALES Y ORGANIZATIVAS DE COMUNIDADES RURALES,Cooperación al Desarrollo,Honduras,2004,"277.592,00"
FUNDACION IBEROAMERICANA EUROPA- CIPIE,ALDEA ECOLOGICA EN LA CUENCA BAJA DEL RIO CHILLÓN. FASE 2,Cooperación al Desarrollo,Perú,2004,"73.009,00"
PROSALUS,DESARROLLO NUTRICIONAL DE LA POBLACION DE LA MICROCUENCA DEL CHOTANCUTERVO.PERU,Cooperación al Desarrollo,Perú,2004,"167.360,00"
VETERMON. VETERINARIOS SIN FRONTERAS,APOYO A LA PRODUCCIÓN AGROPECUARIO  Y COMERCIALIZACIÓN DE LA LECHE EN EL DISTRITO DE KUMI.UGANDA. 2ª FASE,Cooperación al Desarrollo,Uganda,2004,"88.385,00"
COOPERACION INTERNACIONAL,MEJORAMIENTO DE LA CALIDAD EDUCATIVA DE ESCUELAS RURALES DE ECUADOR,Cooperación al Desarrollo,Ecuador,2004,"115.754,00"
PAZ Y TERCER MUNDO," FORTALECIMIENTO DE LAS CAPACIDADES LOCALES, PRODUCTIVAS Y ORGANIZATIVAS DE LAS FAMILIAS CAMPESINAS, CON ENFASIS EN MUJERES",Cooperación al Desarrollo,Guatemala,2004,"151.960,00"
PAZ Y TERCER MUNDO," FOMENTO A INICIATIVAS DE PRODUCCION Y COMERCIALIZACION DE PEQUEÑOS PRODUCTORES/PRODUCTORAS DE BOACO, CHONTALES Y RAAS",Cooperación al Desarrollo,Nicaragua,2004,"108.753,00"
ASOCIACION JUVENIL MADRESELVA, FORMACION Y CAPACITACION PROFESIONAL PARA MUJERES DE ESCASOS RECURSOS EN LA ZONA ANDINA DE HUANCAYO .PERU.,Cooperación al Desarrollo,Perú,2004,"178.880,00"
ESPAÑA CON ACNUR,REINTEGRACION Y EMPODERAMIENTO COMUNITARIO EN AREAS PRIORITARIAS DE RETORNO,Cooperación al Desarrollo,Sierra Leona,2004,"180.099,00"
FUNDACION PADRE ARRUPE (F.P.A.),COMPLEJO EDUCATIVO ACTIVA EL SALVADOR ESCUELA DE ENFERMERIA Y EQUIPAMIENTO DIDACTICO,Cooperación al Desarrollo,El Salvador,2004,"313.366,00"
ACSUR (ASOCIACION PARA LA COOPERACION CON EL SUR LAS SEGOVIAS),DESARROLLO INTEGRAL EN LAS COMUNIDADES INDIGENAS EN EL MUNICIPIO   DE RURRENABAQUE . BOLIVIA,Cooperación al Desarrollo,Bolivia,2004,"272.913,00"
ENTRE CULTURAS - FE Y ALEGRIA,PROPUESTA ALTERNATIVA DE EDUCACION TECNICA DE LOS SECTORES RURALES DE MALINGAS E IQUITOS-NAUTA CON UNA VISION SOSTENIBLE DE ENTORNO,Cooperación al Desarrollo,Perú,2004,"286.501,00"
FUNDACION BENEFICA DEL VALLE,FORMACION PARA UN TRABAJO DIGNO,Cooperación al Desarrollo,El Salvador,2004,"158.299,00"
SOLIDARIOS PARA EL DESARROLLO,CONSOLIDACION DE LA RED DE SERVICIOS INTEGRALES PARA LAS MUJERES  INDIGENAS Y MICROEMPRESARIAS DE CARCHI E IMBABURA 2ª FASE,Cooperación al Desarrollo,Ecuador,2004,"54.918,00"
ASOCIACION ENTREPUEBLOS," MEJORA DE LAS CONDICIONES DE HABITABILIDAD DE TRES BARRIOS DE  MANAGUA: ANEXO VILLA SAN JACINTO, GERMAN POMARES Y DISTRITO VI",Cooperación al Desarrollo,Nicaragua,2004,"56.499,00"
FUNDACION HUMANISMO Y DEMOCRACIA,FORMACION PROFESIONAL DE PRODUCTORES/AS AGRICOLAS DE LAS PROVINCIA DE AZUA Y SAN JUAN DE LA MAGUANA. REPUBLICA DOMINICANA.,Cooperación al Desarrollo,República Dominicana,2004,"244.804,00"
CIDEAL,PROGRAMA INTEGRADO DE MICROFINANZAS PARA SECTORES DE POBLACION DE  BAJOS RECURSOS EN SITUACION DE RIESGO DE MEDELLIN Y SU AREA METROPOLITANA,Cooperación al Desarrollo,Colombia,2004,"125.938,00"
CIDEAL,FORMACION E INTEGRACION SOCIOECONOMICA DE MUJERES JOVENES EN  SITUACION DE RIESGO Y SIN ESCOLARIZAR,Cooperación al Desarrollo,Marruecos,2004,"84.293,00"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA," MEJORA DE LAS CONDICIONES SANEO-AMBIENTALES DE LA LOCALIDAD DE  ACARI, CARAVELI, AREQUIPA, PERU",Cooperación al Desarrollo,Perú,2004,"210.125,00"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA, MEJORA DE LA SEGURIDAD ALIMENTARIA Y LA LUCHA CONTRA EL SIDA EN MALAWI,Cooperación al Desarrollo,Malawi,2004,"89.921,00"
NUEVOS CAMINOS. NOUS CAMINS, PROGRAMA DE ATENCION SANITARIA MOVIL DE LA POBLACION NOMADA DE LA ZONA DE RIOKOMOR,Cooperación al Desarrollo,Kenia,2004,"70.778,00"
SODEPAZ. SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ,"RECUPERACION Y FOMENTO DE CULTIVOS AUTOCTONOS PARA GARANTIZAR LA SEGURIDAD ALIMENTARIA EN COMUNIDADES INDIGENAS ( COTACACHI, ECUADOR)",Cooperación al Desarrollo,Ecuador,2004,"73.987,00"
UNEFA. UNION DE ESCUELAS FAMILIARES AGRARIAS,DOS CENTROS DE FORMACION PROFESIONAL AGROPECUARIA PARA JOVENES Y  ADULTOS DEL SECTOR RURAL COLOMBIANO,Cooperación al Desarrollo,Colombia,2004,"189.383,00"
"OSPAAAL.ORGANIZACION SOLIDARIDAD PUEBLOS ASIA, AFRICA Y AMERICA LATINA",VIVIENDAS PARA FAMILAS FORTALECIMIENTO DE MICROEMPRESA DE SERVICIOS Y REACTIVACION PRODUCTIVA EN LOS MUNICIPIOS  DISTRITO CENTRAL Y TATUMBLA,Cooperación al Desarrollo,Honduras,2004,"419.401,00"
ARQUITECTOS SIN FRONTERAS-ASF-E,REDUCCION DE VULNERABILIDAD  ANTE INUNDACIONES EN EL DISTITO MUNICIPAL DE CHIRINOS DESPUES DE LAS INUNDACIONES CATASTROFICAS DE MAYO DE 2004,Cooperación al Desarrollo,República Dominicana,2004,"315.154,00"
FUNDACION PROMOCION SOCIAL DE LA CULTURA, PROYECTO PARA AUMENTAR LA CAPACIDAD DE GENERACION DE INGRESOS  EN LAS MUJERES RURALES INDIGENAS EN SEIS DEPARTAMENTOS DE GUATEMALA.FASE2,Cooperación al Desarrollo,Guatemala,2004,"101.615,00"
ADRA (AGENCIA ADVENTISTA PARA EL DESARROLLO Y RECURSOS ASISTENCIALES), SISTEMA DE RIEGO PARA LAS COMUNIDADES RURALES DE CAQUENA Y MAMUTA. BOLIVIA,Cooperación al Desarrollo,Bolivia,2004,"70.018,00"
ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA," SEGUNDA FASE DE MANTENIMIENTO DEL CENTRO POLIVALENTE PARA MENORES, JOVENES Y FAMILIAS ASSADAKA""""",Cooperación al Desarrollo,Marruecos,2004,"198.244,00"
FAD. FUNDACION DE AYUDA CONTRA LA DROGADICCION,PREVENCIÓN Y ATENCIÓN DE RIESGOS PSICOSOCIALES Y SANITARIOS EN NIÑOS Y ADOLESCENTES DE COMUNIDADES URBANO-MARGINALES DE R.DOMICANA.,Cooperación al Desarrollo,República Dominicana,2004,"191.886,00"
BOMBEROS UNIDOS SIN FRONTERAS,SEGUNDA FASE CONSTRUCCION DE CENTRO DE RESPUESTA ANTE EMERGENCIA   CATASTROFE NATURAL.AMPLIACION DE LA COBERTURA MEDICOSANITARIA AREQUIPA,Cooperación al Desarrollo,Perú,2004,"128.860,00"
COMISION DERECHOS HUMANOS HISPANO GUATEMALTECA,"PARTICIPACION ECONOMICA POLITICA A NIVEL MUNICIPAL, REGIONAL  DE LA MUJER INDIGENA K´ICHE",Cooperación al Desarrollo,Guatemala,2004,"88.180,00"
COMITE INTERNACIONAL DE RESCATE ESPAÑA, CAPACITACION LABORAL EN TECNICAS AGROPECUARIAS Y DESARROLLO   EMPRESARIAL DE MUJERES INDIGENAS Y AFROCOLOMBIANAS DESPLAZADASPOR LA VILENCIA EN EL NORTE DEL CAUCA.,Cooperación al Desarrollo,Colombia,2004,"42.000,00"
PUEBLOS EN DESARROLLO (PUEDES), PROYECTO DE EDUCACION INTEGRAL Y APOYO A LA ORGANIZACION PRODUCTIVA EN LA POBLACION DE HABLA POCOM Y QUEKCHI EN PURULHA.BAJA VERAPAZ.GUATEM,Cooperación al Desarrollo,Guatemala,2004,"46.672,00"
ASOCIACION COMUNION PROMOCION DESARROLLO LIBERACION. COPRODELI, MEJORA DE LA ATENCION SOCIOEDUCATIVA EN TRES CENTRO DE SERVICIOS  SOCIALES DEL PUEBLO JOVEN DE PACHACUTEC,Cooperación al Desarrollo,Perú,2004,"103.593,00"
ASOC.INVESTIGACION Y ESPECIALIZACION SOBRE TEMAS IBEROAMERICANOS AIETI, PROMOCION DEL DESARROLLO ECONOMICO DESDE LOS GOBIERNOS LOCALES  DE TUMBES Y ZARUMILLA. PERU.,Cooperación al Desarrollo,Perú,2004,"100.985,00"
FUNDACION IBEROAMERICANA PARA EL DESARROLLO -F.I.D.E., FOMENTO DE PARTICIPACION POLITICA Y SOCIAL DE LA MUJER QUECHUA Y AYMARA DE COMUNIDADES RURALES DE POTOSI Y COCHABAMBA. 2ª FASE,Cooperación al Desarrollo,Bolivia,2004,"113.585,00"
CIRCULO SOLIDARIO DE ESPAÑA,  MEJORA DEL SISTEMA SANITARIO DEL SECTOR BELLAVISTA DEL DISTRITO LA ESPERANZA,Cooperación al Desarrollo,Perú,2004,"108.062,00"
ECOSOL-SORD,  AGUA PARA PICOL: SISTEMA DE AGUA POTABLE Y RIEGO PICOLORCOMPUCYO,Cooperación al Desarrollo,Perú,2004,"40.977,00"
ECOSOL-SORD," PROYECTO PARA LA AMPLIACION, DOTACION DE EQUIPAMIENTO Y MATERIAL  CLINICO Y MEJORA DEL CENTRO DE SALUD Y MATERNIDAD LISUNGUI.KINSHASA.CONGO",Cooperación al Desarrollo,RD Congo,2004,"67.292,00"
ASOCIACION IUVE,ORIENTACION Y CAPACITACION A JOVENES DE NUEVE COMUNIDADES MARGINALES EN GUAYAQUIL Y MILAGRO Y DESARROLLO DE DOS EMPRESAS ASOCIATIVAS,Cooperación al Desarrollo,Ecuador,2004,"144.400,00"
FUNDACION PROMOCION CLARENTIANA DE DESARROLLO CENTRO. -PROCLADE-, CONSTRUCCION DE LA ESCUELA DE NUESTRA SEÑORA DEL CARMEN EN  RIBERALTA,Cooperación al Desarrollo,Bolivia,2004,"277.681,00"
FUNDACION VICENTE FERRER,AUTOCONSTRUCCION DE CINCO COLONIAS DE VVIVIENDAS DE BAJO COSTE EN DISTRITO DE ANANTAPUR. ,Cooperación al Desarrollo,India,2004,"120.287,00"
FUNDACION DESARROLLO SOSTENIDO. FUNDESO, FORTALECIMIENTO DE LOS PROCESOS PRODUCTIVOS PARTICIPATIVOS EN  INVESTIGACION AGRICOLA Y GESTION LOCAL DE YEGUARE. HONDURAS,Cooperación al Desarrollo,Honduras,2004,"142.885,00"
ACCION CONTRA EL HAMBRE,MEJORA DE LA CALIDAD DE VIDA DE LA POBLACION VULNERABLE DE DOS MUNICIPIOS DEL DEPARTAMENTO DE SAN MARCOS. GUATEMALA,Cooperación al Desarrollo,Guatemala,2004,"95.913,00"
UNION DE COOPERATIVAS MADRILEÑAS DE TRABAJO ASOCIADO (UCMTA),PUESTA EN MARCHA DE UNA GRANJA INTEGRAL DEMOSTRATIVA EN EL MUNICIPIO DE SOMOTILLO DEPARTAMENTO DE CHINANDEGA,Cooperación al Desarrollo,Nicaragua,2004,"160.489,00"
FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA. FUDEM,IMPLANTACION DE UN PROGRAMA DE FORMACION CONTINUADA DE ENFERMERIA  EN ATENCION DE URGENCIAS-EMERGENCIAS EN ATENCION PRIMARIA EN NICARAGUA,Cooperación al Desarrollo,Nicaragua,2004,"49.861,00"
FUNDACION CEAR CONSEJO ESPAÑOL DE APOYO A LOS REFUGIADOS, APOYO A LAS ACTIVIDADES GENERADORAS DE RECURSOS PARA MUJERES Y JOVENES DESEMPLEADOS EN LA REGION DE TAOUNATE. MARRUECOS. 2ª FASE,Cooperación al Desarrollo,Marruecos,2004,"125.994,00"
FUNDACIÓN MADRID PAZ Y SOLIDARIDAD, MEJORAR LAS CONDICIONES DE DESARROLLO AGROPECUARIA DE 227 CAMPESINOS DEL MUNICIPIO DE PUEBLO NUEVO. ESTELI. NICARAGUA,Cooperación al Desarrollo,Nicaragua,2004,"330.826,00"
FUNDACION AMREF-ESPAÑA,PROYECTO COMUNITARIO PARA LA REDUCCION DE LA INCIDENCIA DE  ENFERMEDADES DE MAYOR PREVALENCIA EN DISTRITO DE TURKANA. KENIA.,Cooperación al Desarrollo,Kenia,2004,"150.000,00"
ASOCIACIÓN ALFASOL DE COOPERACIÓN Y DESARROLLO., CENTRO DE CAPACITACION Y SERVICIOS PARA EL DESARROLLO RURAL. LEON. NICARAGUA. 2º AÑO. I FASE.,Cooperación al Desarrollo,Nicaragua,2004,"56.776,00"
FUNDACION DESARROLLO INTEGRAL DE LOS PUEBLOS.,CENTRO PARA EL DESARROLLO INTEGRAL DE JOVENES EN RIESGO DE EXCLUSION SOCIAL. 2ª ETAPA.,Cooperación al Desarrollo,Perú,2004,"229.616,00"
FUNDACION ANESVAD,CAPACITACION Y ATENCION SANITARIA EN SALUD EN BARRIOS DESFAVORECIDOS EN SANTO DOMINGO . 2ª FASE,Cooperación al Desarrollo,República Dominicana,2004,"52.360,00"
ASOCIACIÓN PAZ CON DIGNIDAD, REPLICA DE EXPERIENCIAS VALIDADAS POR EL CONVENIO FDCC-IAA,Cooperación al Desarrollo,Perú,2004,"94.103,00"
FUNDACION TIERRA DE HOMBRES ESPAÑA., ATENCION A LA INFANCIA DESPLAZADA POR EL CONFLICTO ARMADO,Cooperación al Desarrollo,Colombia,2004,"46.019,00"
FUNDACION TIERRA DE HOMBRES ESPAÑA., PROGRAMA DE SALUD MATERNO INFANTIL COMUNITARIA EN EL DEPARTAMENTO  DE ZOU.BENIN.,Cooperación al Desarrollo,Benin,2004,"90.837,00"
"FUNDACION ALIANZA PARA EL DESARROLLO, LA EDUCACION Y LA CULTURA", FORMACION PARA LA INTEGRACION SOCIOLABORAL Y CIUDADANA Y LA CREACION DE MICROEMPRESAS,Cooperación al Desarrollo,Ecuador,2004,"56.143,00"
REMAR ESPAÑA,CREACION DE UN HOGAR MATERNO INFANTIL EN NUEVA TACNA. PERU,Cooperación al Desarrollo,Perú,2004,"35.420,00"
